topic_id,question_id,question_text,option_1,option_2,option_3,option_4,option_5,correct_answer,explanation
population,POP083,A breastfeeding mother requires antiviral therapy for herpes simplex. Which antiviral is compatible with breastfeeding?,Valacyclovir,Ganciclovir,Famciclovir,Acyclovir,Cidofovir,Acyclovir,Acyclovir passes into breast milk in low amounts and is considered safe for use during breastfeeding.
rheumatology,RHE048,A patient with rheumatoid arthritis is taking adalimumab. What class of medication does adalimumab belong to?,NSAID,DMARD,Steroid,Opioid,Biologic,Biologic,"Adalimumab is a biologic DMARD that targets TNF-alpha, helping reduce inflammation and slow disease progression in rheumatoid arthritis."
skin,SKN038,Which of the following medications is commonly used to treat moderate to severe plaque psoriasis?,Isotretinoin,Benzoyl peroxide,Adalimumab,Coal tar,Hydrocortisone,Adalimumab,Adalimumab is a biologic used to treat moderate to severe plaque psoriasis by targeting inflammatory pathways.
biology,BIO062,Which of the following is a fully human monoclonal antibody?,Infliximab,Adalimumab,Chimeric antigen receptor T-cell therapy,Rituximab,Omalizumab,Adalimumab,"Adalimumab is a fully human monoclonal antibody targeting TNF-α, reducing immunogenicity compared to chimeric antibodies."
biology,BIO001,Which of the following is a monoclonal antibody used in the treatment of rheumatoid arthritis?,Infliximab,Adalimumab,Epoetin alfa,Interferon beta,Insulin glargine,Adalimumab,"Adalimumab is a fully human monoclonal antibody that targets tumor necrosis factor-alpha (TNF-α), reducing inflammation in rheumatoid arthritis. Infliximab is chimeric, epoetin alfa stimulates erythropoiesis, interferon beta is used in multiple sclerosis, and insulin glargine is for diabetes."
innovation,INN113,Which of the following is an example of a 'biologic' medication?,Metformin,Ibuprofen,Adalimumab,Amlodipine,Simvastatin,Adalimumab,Adalimumab is a monoclonal antibody biologic used in various autoimmune conditions.
rheumatology,RHE111,A patient with rheumatoid arthritis is prescribed adalimumab. What is the primary action of adalimumab?,TNF-alpha inhibitor,COX-2 inhibitor,Histamine receptor blocker,Dopamine agonist,Beta-adrenergic agonist,TNF-alpha inhibitor,Adalimumab is a TNF-alpha inhibitor that helps reduce inflammation in rheumatoid arthritis by targeting this specific inflammatory cytokine.
rheumatology,RHE004,A 60-year-old man with rheumatoid arthritis is prescribed adalimumab. What type of drug is adalimumab?,COX-2 inhibitor,Interleukin inhibitor,TNF-alpha inhibitor,NSAID,Steroid,TNF-alpha inhibitor,"Adalimumab is a TNF-alpha inhibitor, which helps reduce inflammation in rheumatoid arthritis by blocking tumor necrosis factor (TNF)."
immunosuppressants,IMM002,Which of the following is a common TNF inhibitor?,Adalimumab,Rituximab,Tocilizumab,Ciclosporin,None of the above,Adalimumab,Adalimumab is a well-known TNF inhibitor used in various autoimmune conditions.
ethics,ETH051,A patient expresses that they cannot read or write but needs to understand their medication regimen. What is the MOST ethical response?,Provide written instructions as usual,Ignore their admission and proceed,Use visual aids and verbal explanations to ensure understanding,Tell them to find someone else to help,Refuse to dispense the medication,Use visual aids and verbal explanations to ensure understanding,Adapting communication methods ensures the patient comprehends how to use their medication safely.
stability,STA023,An insulin vial is opened on February 1 and is stable for 28 days at room temperature. When should the insulin be discarded?,February 28,March 1,March 2,March 3,March 4,March 1,Add 28 days to February 1: February 1 + 28 days = March 1.
stability,STA006,"An eye drop bottle has a shelf life of 28 days once opened. If a patient opens it on May 5, when should it be discarded?",May 31,June 1,June 2,June 3,June 4,June 1,Add 28 days to May 5: May 5 + 28 days = June 2. Discard date is June 1 (end of previous day).
stability,STA029,"A compounded topical gel has a recommended beyond-use date of 30 days. If prepared on April 5, what is the expiration date?",May 4,May 5,May 6,May 7,May 8,May 5,Add 30 days to April 5: April 5 + 30 days = May 5.
stability,STA027,"A medication is labeled 'Discard 42 days after opening.' If opened on January 15, when should it be discarded?",February 25,February 26,February 27,February 28,March 1,February 26,Add 42 days to January 15: January 15 + 42 days = February 26.
stability,STA021,"A compounded sterile preparation has a beyond-use date of 48 hours at controlled room temperature. If prepared on March 3 at 10 AM, when does it expire?",March 4 at 10 AM,March 5 at 10 AM,March 5 at 8 AM,March 6 at 10 AM,March 7 at 10 AM,March 5 at 10 AM,Add 48 hours to March 3 at 10 AM: Expires on March 5 at 10 AM.
stability,STA010,"An antibiotic suspension is stable for 10 days when stored at 4°C. If kept at room temperature (25°C), the stability reduces to 5 days. If a patient picks it up on September 1 and stores it at room temperature, when should it be discarded?",September 5,September 6,September 7,September 8,September 9,September 6,Add 5 days to September 1: September 1 + 5 days = September 6.
stability,STA017,"A pharmacist reconstitutes a powder for oral suspension with a shelf life of 7 days. If reconstituted on November 10, what is the beyond-use date?",November 16,November 17,November 18,November 19,November 20,November 17,Add 7 days to November 10: November 10 + 7 days = November 17.
dilution,DIL016,"An antibiotic injection requires reconstitution by adding 10 mL of sterile water to a vial containing 1 g of powder, resulting in a concentration of 100 mg/mL. Is this correct?",Yes,No,Not enough information,Depends on the solvent,Depends on the temperature,No,"Adding 10 mL to the powder will result in a final volume greater than 10 mL due to displacement by the powder. Therefore, the concentration will be less than 100 mg/mL."
respiratory,RPS073,A patient with asthma is experiencing increased wheezing and chest tightness at night. Which step is important in management?,Increase rescue inhaler use,Add long-acting beta agonist,Start oral corticosteroids,Switch to leukotriene receptor antagonist,Schedule follow-up appointment,Add long-acting beta agonist,Adding a long-acting beta agonist may help improve control of nocturnal asthma symptoms.
otc,OTC097,A customer asks for an OTC remedy for his occasional heartburn. He is on calcium supplements for osteoporosis. Which antacid should he AVOID?,Sodium bicarbonate,Magnesium hydroxide,Calcium carbonate,Aluminium hydroxide,Sodium alginate,Calcium carbonate,Additional calcium intake from calcium-containing antacids may increase the risk of hypercalcemia. He should avoid calcium carbonate antacids and consider alternatives.
ethics,ETH082,A pharmacist notices a trend of under-prescribing pain medication to certain minority groups. What is the MOST ethical response?,Assume it's a coincidence,Ignore it to avoid conflict,Investigate further and address potential biases with the healthcare team,Report the prescribers to authorities,Only focus on personal responsibilities,Investigate further and address potential biases with the healthcare team,Addressing systemic inequities promotes justice and improves patient care.
ethics,ETH105,A pharmacist notices a trend of errors when using a particular software system. What is the MOST ethical action?,Ignore the errors,Report the issue to management and suggest improvements,Continue using it without change,Blame users for not adapting,Switch to paper records without authorization,Report the issue to management and suggest improvements,Addressing systemic issues enhances patient safety and demonstrates professional responsibility.
ethics,ETH062,A pharmacist discovers that a patient's prescription history indicates potential doctor shopping for controlled substances. What is the MOST ethical action?,Confront the patient aggressively,Ignore the pattern to avoid conflict,Discuss concerns with the patient and consider involving authorities if necessary,Refuse all future services to the patient,Report the patient to law enforcement immediately without discussion,Discuss concerns with the patient and consider involving authorities if necessary,"Addressing the issue directly allows for intervention and support, while involving authorities may be necessary to prevent harm."
ethics,ETH037,"A colleague is routinely late, impacting patient care. What is the MOST ethical action?",Ignore the issue to avoid conflict,Cover for them without addressing it,Discuss the concern privately with the colleague,Report them to management without warning,Publicly reprimand them,Discuss the concern privately with the colleague,Addressing the issue directly allows the colleague an opportunity to improve while prioritizing patient care.
ethics,ETH056,"A patient returns unused medication for disposal. Upon inspection, the pharmacist notices it's a different medication than labeled. What is the MOST ethical action?",Dispose of it without comment,Inform the patient of the discrepancy and investigate further,Ignore the issue to save time,Accuse the patient of tampering,Report the patient to authorities,Inform the patient of the discrepancy and investigate further,"Addressing the issue may uncover dispensing errors or patient misuse, ensuring safety and accountability."
